gene	transcript	hgvs_c	classification	PhastCons100way	PhyloP100way	REVEL	SpliceAI_masked	FAF95_grpmax	CADD_phred	AlphaMissense_pred	ClinVar_sig
NBN	NM_002485.4	c.2246A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.991	2.384				20.4		
NBN	NM_002485.4	c.2244T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.618				8.402		
NBN	NM_002485.4	c.2244T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.618				8.197		Likely_benign
NBN	NM_002485.4	c.708G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.982	0.001				21.8		Uncertain_significance
NBN	NM_002485.4	c.708G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.982	0.001				20.6		
NBN	NM_002485.4	c.708G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.982	0.001				8.111		
NBN	NM_002485.4	c.553G>C	Benign FAF >5%	1.0	2.215	.;.;.;.;.;.;.;.;.;.;0.103;.;0.103;.;.;.;.;.;0.103		0.470573	13.66	.;.;.;.;.;.;.;.;.;.;B;.;LB;.;.;.;.;.;LB	Benign
NSD1	NM_022455.4	c.927+874G>A	Likely_benign FAF >0.1%, REVEL <0.29, SpliceAI<=0.1	0.0	-0.929	0.009		0.00135857	2.027		
NSD1	NM_022455.4	c.1840G>T	Benign FAF >5%	0.0	-0.285	.;.;0.189;.;0.189;.;.;0.189;.;.		0.499029	0.007	.;.;.;.;B;.;.;.;.;.	Benign
NSD1	NM_022455.4	c.2176T>C	Benign FAF >5%	0.399	0.437	.;.;0.163;.;0.163;.;.;0.163;.		0.499420	13.43	.;.;.;.;B;.;.;.;.	Benign
NSD1	NM_022455.4	c.6750G>A	Benign FAF >5%	0.0	0.077	.;.;0.066;.;0.066;.;.;0.066;.;.;.		0.0819907	11.43	.;.;.;.;B;.;.;.;.;.;.	Benign
NSD1	NM_022455.4	c.6782T>C	Benign FAF >5%	0.0	-0.209	.;.;0.199;.;0.199;.;.;0.199;.;.;.		0.0820236	0.032	.;.;.;.;B;.;.;.;.;.;.	Benign
NSD1	NM_022455.4	c.7636G>A	Benign FAF >5%	0.045	1.41	.;.;0.325;.;0.325;.;.;0.325;.;.;.		0.0524396	17.83	.;.;.;.;B;.;.;.;.;.;.	Benign
NTHL1	NM_002528.7	c.687A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.047	-1.479				0.58		
NTHL1	NM_002528.7	c.687A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.047	-1.479				0.384		
NTHL1	NM_002528.7	c.687A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.047	-1.479				0.337		
NTHL1	NM_002528.7	c.686-5A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-5)	0.0	-1.589	.;.;.			7.191	.;.;.	
NTHL1	NM_002528.7	c.686-5A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-5)	0.0	-1.589	.;.;.			8.219	.;.;.	Likely_benign
NTHL1	NM_002528.7	c.686-5A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-5)	0.0	-1.589	.;.;.			6.362	.;.;.	Uncertain_significance
NTHL1	NM_002528.7	c.531G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.824	-0.051				22.0		
NTHL1	NM_002528.7	c.531G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.824	-0.051				21.9		Uncertain_significance
NTHL1	NM_002528.7	c.531G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.824	-0.051				3.854		Likely_benign
NTHL1	NM_002528.7	c.118G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.127	.;.;.;.			5.326	.;.;.;.	Uncertain_significance
NTHL1	NM_002528.7	c.118G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.127	.;.;.;.			7.346	.;.;.;.	
NTHL1	NM_002528.7	c.118G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.127	.;.;.;.			8.021	.;.;.;.	Uncertain_significance
NTHL1	NM_002528.7	c.117A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.113	.;.;.;.			12.06	.;.;.;.	
NTHL1	NM_002528.7	c.117A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.113	.;.;.;.			7.264	.;.;.;.	
NTHL1	NM_002528.7	c.117A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.113	.;.;.;.			12.25	.;.;.;.	Uncertain_significance
NTHL1	NM_002528.7	c.-7G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.058	0.023			8.721	B	Uncertain_significance
NTHL1	NM_002528.7	c.-7G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.058	0.023			9.179	B	Uncertain_significance
NTHL1	NM_002528.7	c.-10G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.007	2.365	0.112			15.37	B	Uncertain_significance
NTHL1	NM_002528.7	c.-10G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.007	2.365	0.112			15.48	B	
NTHL1	NM_002528.7	c.9T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.004	1.525	0.043			14.7	B	
NTHL1	NM_002528.7	c.9T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.004	1.525	0.043			14.67	B	
NTHL1	NM_002528.7	c.6T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.004	1.539	0.067			14.37	B	Uncertain_significance
NTHL1	NM_002528.7	c.6T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.004	1.539				14.24		
PALB2	NM_024675.4	c.2014G>C	Benign FAF >5%	0.0	0.103	.;.;0.029;.;.;.;.;.;.;.;.;.		0.0570171	12.24	.;.;B;.;.;LB;.;.;.;.;.;.	Benign
PALB2	NM_024675.4	c.1684+2T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+2)	0.002	0.087	.;.;.;.;.;.;.;.;.;.;.;.			15.53	.;.;.;.;.;.;.;.;.;.;.;.	
PALB2	NM_024675.4	c.1684+2T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+2)	0.002	0.087	.;.;.;.;.;.;.;.;.;.;.;.			12.46	.;.;.;.;.;.;.;.;.;.;.;.	
PALB2	NM_024675.4	c.1684+2T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+2)	0.002	0.087	.;.;.;.;.;.;.;.;.;.;.;.			15.84	.;.;.;.;.;.;.;.;.;.;.;.	Conflicting_classifications_of_pathogenicity
PALB2	NM_024675.4	c.1684+1G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+1)	0.0	0.093	.;.;.;.;.;.;.;.;.;.;.;.			18.69	.;.;.;.;.;.;.;.;.;.;.;.	Likely_pathogenic
PALB2	NM_024675.4	c.1684+1G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+1)	0.0	0.093	.;.;.;.;.;.;.;.;.;.;.;.			17.65	.;.;.;.;.;.;.;.;.;.;.;.	
PALB2	NM_024675.4	c.1684+1G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+1)	0.0	0.093	.;.;.;.;.;.;.;.;.;.;.;.			18.15	.;.;.;.;.;.;.;.;.;.;.;.	Uncertain_significance
PALB2	NM_024675.4	c.1676A>G	Benign FAF >5%	0.01	0.387	.;.;0.023;.;.;.;.;.;.;.;.;.		0.213066	0.402	.;.;B;.;.;LB;.;.;.;.;.;.	Benign/Likely_benign
PALB2	NM_024675.4	c.629C>T	Benign FAF >5%	0.0	0.357	.;.;0.096;.;.;.;.;.;.		0.0675082	5.122	.;.;B;.;.;.;.;.;.	Conflicting_classifications_of_pathogenicity
PDGFRA	NM_006206.6	c.-10T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.357	-0.051	0.026			10.26	A	
PDGFRA	NM_006206.6	c.-10T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.357	-0.051	0.021			9.632	A	
PDGFRA	NM_006206.6	c.-6A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.831	0.027			6.586	LB	
PDGFRA	NM_006206.6	c.-6A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.831				6.402		
PDGFRA	NM_006206.6	c.-4A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.17	0.030			13.09	LB	
PDGFRA	NM_006206.6	c.-4A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.17	0.028		1.10900e-05	13.39	LB	Uncertain_significance
PDGFRA	NM_006206.6	c.1019G>A	Benign FAF >5%	1.0	2.914	.;.;.;.;.;0.115;.;.;.;.;.;.;.;.		0.0508919	15.92	.;.;.;.;.;B;.;.;.;.;.;.;.;.	Benign
PDGFRA	NM_006206.6	c.1432T>C	Benign FAF >5%	0.0	-1.151	.;.;.;.;.;0.088;.;.;.;.;.;.;.;.		0.252960	1.048	.;.;.;.;.;B;.;.;.;.;.;.;.;.	Benign
PHOX2B	NM_003924.4	c.922T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.843	0.616	0.290			22.8	B	Uncertain_significance
PHOX2B	NM_003924.4	c.922T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.843	0.616	0.305			23.1	B	
PHOX2B	NM_003924.4	c.915A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.5	0.374			23.4	P	
PHOX2B	NM_003924.4	c.915A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.5	0.374			23.4	P	
PHOX2B	NM_003924.4	c.813A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.612	0.176	0.222			21.2	B	
PHOX2B	NM_003924.4	c.813A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.612	0.176	0.222			21.2	B	
PHOX2B	NM_003924.4	c.787C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.085	1.084	0.198			20.5	B	Uncertain_significance
PHOX2B	NM_003924.4	c.787C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.085	1.084	0.204			21.3	B	
PHOX2B	NM_003924.4	c.714G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.368	0.190			10.69	A	Uncertain_significance
PHOX2B	NM_003924.4	c.714G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.368	0.190			11.19	A	
PHOX2B	NM_003924.4	c.705A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.648	0.107			3.536	B	
PHOX2B	NM_003924.4	c.705A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.648	0.107			4.013	B	
PHOX2B	NM_003924.4	c.633T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.326	0.243			0.447	A	Conflicting_classifications_of_pathogenicity
PHOX2B	NM_003924.4	c.633T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.326	0.243			0.33	A	
PHOX2B	NM_003924.4	c.624C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.878	1.15	0.307			23.9	P	Uncertain_significance
PHOX2B	NM_003924.4	c.624C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.878	1.15				37.0		
PHOX2B	NM_003924.4	c.609C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.393	0.677	0.197			19.68	A	
PHOX2B	NM_003924.4	c.609C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.393	0.677	0.198			19.58	A	Uncertain_significance
PHOX2B	NM_003924.4	c.564G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.964	0.677	0.314			17.61	P	Uncertain_significance
PHOX2B	NM_003924.4	c.564G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.964	0.677	0.311			17.32	P	Uncertain_significance
PHOX2B	NM_003924.4	c.558G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.108	0.171			13.38	B	
PHOX2B	NM_003924.4	c.558G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	-0.108	0.171			13.46	B	
PHOX2B	NM_003924.4	c.555A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.881	-0.082	0.398			19.67	P	
PHOX2B	NM_003924.4	c.555A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.881	-0.082	0.398			19.63	P	
PHOX2B	NM_003924.4	c.549G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.747	1.001	0.237			12.54	B	
PHOX2B	NM_003924.4	c.549G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.747	1.001	0.236			12.31	B	
PHOX2B	NM_003924.4	c.543C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.991	0.355	0.330			18.81	B	Uncertain_significance
PHOX2B	NM_003924.4	c.543C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.991	0.355	0.330			18.65	B	
PHOX2B	NM_003924.4	c.540G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.006	0.133	0.325			19.09	A	
PHOX2B	NM_003924.4	c.540G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.006	0.133	0.325			19.15	A	
PHOX2B	NM_003924.4	c.538A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.14	0.274			23.2	A	Uncertain_significance
PHOX2B	NM_003924.4	c.538A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.14	0.232			19.13	B	
PHOX2B	NM_003924.4	c.531C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.011	-0.273	0.225			13.79	B	
PHOX2B	NM_003924.4	c.531C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.011	-0.273	0.225			13.73	B	
PHOX2B	NM_003924.4	c.525G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.216	-0.165	0.351			15.14	P	
PHOX2B	NM_003924.4	c.525G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.216	-0.165	0.351			15.14	P	
PHOX2B	NM_003924.4	c.504G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.024	-0.267	0.321			18.86	P	Uncertain_significance
PHOX2B	NM_003924.4	c.504G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.024	-0.267	0.321			18.55	P	
PHOX2B	NM_003924.4	c.465G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.661	0.729			24.4	P	
PHOX2B	NM_003924.4	c.465G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.661	0.729			24.4	P	
PHOX2B	NM_003924.4	c.456G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.979	0.219	0.890			24.0	P	
PHOX2B	NM_003924.4	c.456G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.979	0.219	0.890			23.9	P	
PHOX2B	NM_003924.4	c.421C>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.918	1.284				40.0		
PHOX2B	NM_003924.4	c.421C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.918	1.284	0.943			29.0	P	Pathogenic
PHOX2B	NM_003924.4	c.402G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.995	0.434	0.677			25.9	P	
PHOX2B	NM_003924.4	c.402G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.995	0.434	0.677			25.8	P	
PHOX2B	NM_003924.4	c.387G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.702	0.815			23.6	P	
PHOX2B	NM_003924.4	c.387G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.702	0.815			23.6	P	
PHOX2B	NM_003924.4	c.333A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.965	0.158	0.504			22.3	P	
PHOX2B	NM_003924.4	c.333A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.965	0.158	0.504			22.3	P	
PHOX2B	NM_003924.4	c.321T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.993	0.236	0.639			16.54	P	
PHOX2B	NM_003924.4	c.321T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.993	0.236	0.639			16.36	P	
PMS2	NM_000535.7	c.2570G>C	Benign FAF >5%	1.0	5.144	0.290;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0.290		0.358588	15.8	B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;LB;LB	Benign
PMS2	NM_000535.7	c.1621A>G	Benign FAF >5%	0.009	1.502	0.161;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.		0.921297	5.539	B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;LB	Benign
PMS2	NM_000535.7	c.1532C>T	Benign FAF >5%	0.0	-0.25	0.138;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.		0.0790153	0.17	B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;LB	Benign
PMS2	NM_000535.7	c.1454C>A	Benign FAF >5%	0.0	0.032	0.101;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.		0.362239	0.008	B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;LB	Benign
PMS2	NM_000535.7	c.1408C>T	Benign FAF >5%	0.002	0.283	0.085;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.		0.436894	2.64	B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;LB	Benign
PMS2	NM_000535.7	c.540G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.936	0.04				21.9		Uncertain_significance
PMS2	NM_000535.7	c.540G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.936	0.04				21.7		
PMS2	NM_000535.7	c.540G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.936	0.04				11.66		Benign/Likely_benign
PMS2	NM_000535.7	c.354C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.835	0.105				13.0		
PMS2	NM_000535.7	c.354C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.835	0.105				14.44		Uncertain_significance
PMS2	NM_000535.7	c.231A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.996	0.319				9.005		
PMS2	NM_000535.7	c.225A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.999	0.463				8.476		
PMS2	NM_000535.7	c.225A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.999	0.463				9.072		Benign/Likely_benign
PMS2	NM_000535.7	c.59G>A	Benign FAF >5%	0.939	0.288	0.434;.;.;.;.;.;.;.;.;.;.;0.434		0.0889061	20.5	B;.;.;.;.;.;.;.;.;.;.;LB	Benign
PMS2	NM_000535.7	c.24-272A>G	Benign FAF >5%	0.0	-2.437			0.204293	0.892		
POLD1	NM_001256849.1	c.317-42C>T	Benign FAF >5%	0.0	-3.066			0.0705839	0.251		Benign
POLD1	NM_001256849.1	c.317-8C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-8)	0.0	-0.556			0.000120230	2.814		Likely_benign
POLD1	NM_001256849.1	c.317-8C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-8)	0.0	-0.556				19.06		
POLD1	NM_001256849.1	c.356G>A	Benign FAF >5%	0.0	-0.744	.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0.011;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.		0.289197	0.007	.;.;.;.;.;.;.;.;.;LB;.;.;.;.;.;B;.;.;.;LB;LB;.;.;.;.;.;.;.;.;.;.;.;.;.;.	Benign
POLD1	NM_001256849.1	c.518G>A	Benign FAF >5%	1.0	4.632	.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0.097;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.		0.0988738	21.6	.;.;.;.;.;.;.;.;.;LB;.;.;.;.;B;.;.;.;LB;LB;.;.;.;.;.;.;.;.;.;.;.;.;.;.	Benign
POLE	NM_006231.4	c.4187A>G	Benign FAF >5%	1.0	4.747	.;0.067;0.067		0.173164	21.7	.;B;LB	Benign
POLE	NM_006231.4	c.755C>T	Benign FAF >5%	1.0	5.638	.;0.081;0.081		0.109106	20.6	.;B;LB	Benign
POLH	NM_006502.3	c.1939A>T	Benign FAF >5%	0.997	2.897	.;.;.;0.141		0.312213	18.51	.;.;.;B	Benign
POT1	NM_015450.3	c.1701G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.941	-0.136				23.2		
POT1	NM_015450.3	c.1701G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.941	-0.136			2.80000e-07	22.0		Uncertain_significance
POT1	NM_015450.3	c.1701G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.941	-0.136				17.13		
POT1	NM_015450.3	c.548T>G	Benign FAF >5%	1.0	7.212	0.748;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.		0.0626120	25.5	.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;LP;P;LP;LP	Benign
PRF1	NM_005041.5	c.*371A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.212				1.465		
PRF1	NM_005041.5	c.*371A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.212				1.487		
PRF1	NM_005041.5	c.*370A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.292				0.732		
PRF1	NM_005041.5	c.*370A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.292				0.776		
PRF1	NM_005041.5	c.*362T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.376				0.708	LP	
PRF1	NM_005041.5	c.*362T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.376				0.697	LP	
PRF1	NM_005041.5	c.*350G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.655				1.135	LB	
PRF1	NM_005041.5	c.*350G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.655				1.199	LB	
PRF1	NM_005041.5	c.*347G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.138				0.11	LB	
PRF1	NM_005041.5	c.*347G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.138				0.116	LB	
PRF1	NM_005041.5	c.*345A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.64				0.489	LB	
PRF1	NM_005041.5	c.*345A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.64				0.592	LB	
PRF1	NM_005041.5	c.*344C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.143				2.935	A	
PRF1	NM_005041.5	c.*344C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.143				2.853	A	
PRF1	NM_005041.5	c.*341T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.075				2.274	A	
PRF1	NM_005041.5	c.*341T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.075				2.192	A	
PRF1	NM_005041.5	c.*336C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.207			6.17000e-06	0.472	LB	
PRF1	NM_005041.5	c.*336C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.207				0.454	LB	
PRF1	NM_005041.5	c.*335A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.464				0.456	LB	
PRF1	NM_005041.5	c.*335A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.464				0.46	LB	
PRF1	NM_005041.5	c.*333A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.398				0.167		
PRF1	NM_005041.5	c.*333A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.398				0.197	LB	
PRF1	NM_005041.5	c.*332C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.057				0.698	A	
PRF1	NM_005041.5	c.*332C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.057				0.666	A	
PRF1	NM_005041.5	c.*329A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.553				0.473	LB	
PRF1	NM_005041.5	c.*329A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.553				0.459	LB	
PRF1	NM_005041.5	c.*327A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.091				1.917		
PRF1	NM_005041.5	c.*327A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.091				1.738	LB	
PRF1	NM_005041.5	c.*323A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.045	0.266				2.861	LB	
PRF1	NM_005041.5	c.*323A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.045	0.266				3.004	LB	
PRF1	NM_005041.5	c.*317T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-0.91				0.283	LB	
PRF1	NM_005041.5	c.*317T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-0.91				0.23	LB	
PRF1	NM_005041.5	c.*311G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.058				1.493	LB	
PRF1	NM_005041.5	c.*311G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.058				1.586	LB	
PRF1	NM_005041.5	c.*308T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.062				2.463	LB	
PRF1	NM_005041.5	c.*308T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.062				2.385	LB	
PRF1	NM_005041.5	c.*302T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.432				0.532	LB	
PRF1	NM_005041.5	c.*302T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.432				0.515	LB	
PRF1	NM_005041.5	c.*299G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.609				1.348	LB	
PRF1	NM_005041.5	c.*299G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.609				1.405	LB	
PRF1	NM_005041.5	c.*297T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.182				1.863	LB	
